id,label
278,Aderezos
279,Vino
280,Vino
281,Leches
282,Yogures
283,Vino
284,Cervezas
285,Aguas
286,Vino
287,Quesos
288,Yogures
289,Aceites y Vinagres
290,Quesos
291,Golosinas y Chocolates
292,Yogures
293,Vinos
294,Vino
295,Cervezas
296,Vinos
297,Vino
298,Golosinas y Chocolates
299,Jugos
300,Vino
301,Vino
302,Golosinas y Chocolates
303,Fiambres
304,Vino
305,Aderezos
306,Golosinas y Chocolates
307,Cervezas
308,Vino
309,Leches
310,Leches
311,Quesos
312,Yogures
313,Vino
314,Golosinas y Chocolates
315,Panificados
316,Panificados
317,Vino
318,Quesos
319,Vino
320,Golosinas y Chocolates
321,Golosinas y Chocolates
322,Aceites y Vinagres
323,Aguas
324,Jugos
325,Aceites y Vinagres
326,Quesos
327,Quesos
328,Vino
329,Quesos
330,Yogures
331,Jugos
332,Golosinas y Chocolates
333,Cervezas
334,Quesos
335,Jugos
336,Yogures
337,Jugos
338,Yogures
339,Cervezas
340,Jugos
341,Fiambres
342,Cervezas
343,Jugos
344,Champagnes
345,Golosinas y Chocolates
346,Golosinas y Chocolates
347,Quesos
348,Aguas
349,Vinos
350,Golosinas y Chocolates
351,Vino
352,Vino
353,Cervezas
354,Aceites y Vinagres
355,Yogures
356,Aceites y Vinagres
357,Quesos
358,Cervezas
359,Leches
360,Aderezos
361,Golosinas y Chocolates
362,Cervezas
363,Fiambres
364,Aguas
365,Vino
366,Quesos
367,Yogures
368,Quesos
369,Fiambres
370,Golosinas y Chocolates
371,Vino
372,Golosinas y Chocolates
373,Golosinas y Chocolates
374,Aceites y Vinagres
375,Yogures
376,Vino
377,Aderezos
378,Cervezas
379,Golosinas y Chocolates
380,Jugos
381,Aguas
382,Salchichas
383,Vino
384,Vino
385,Cervezas
386,Quesos
387,Panificados
388,Aderezos
389,Aguas
390,Whiskies
391,Salchichas
392,Jugos
393,Golosinas y Chocolates
394,Vino
395,Cervezas
396,Aderezos
397,Cervezas
398,Champagnes
399,Vino
400,Vino
401,Vino
402,Vino
403,Quesos
404,Champagnes
405,Quesos
406,Jugos
407,Cervezas
408,Golosinas y Chocolates
409,Aceites y Vinagres
410,Golosinas y Chocolates
411,Cervezas
412,Salchichas
413,Jugos
414,Golosinas y Chocolates
415,Vino
416,Aderezos
417,Golosinas y Chocolates
418,Aceites y Vinagres
419,Vino
420,Vino
421,Vinos
422,Leches
423,Aguas
424,Vino
425,Champagnes
426,Quesos
427,Vino
428,Yogures
429,Golosinas y Chocolates
430,Vino
431,Vino
432,Jugos
433,Cervezas
434,Vino
435,Golosinas y Chocolates
436,Quesos
437,Vino
438,Jugos
439,Vino
440,Golosinas y Chocolates
441,Aceites y Vinagres
442,Salchichas
443,Vino
444,Panificados
445,Vino
446,Panificados
447,NA
448,Yogures
449,Cervezas
450,Panificados
451,Vino
452,Golosinas y Chocolates
453,Golosinas y Chocolates
454,Vino
455,Golosinas y Chocolates
456,Jugos
457,Vino
458,Golosinas y Chocolates
459,Vino
460,Golosinas y Chocolates
461,Aceites y Vinagres
462,Aguas
463,Jugos
464,Quesos
465,Jugos
466,Golosinas y Chocolates
467,Aderezos
468,Vino
469,Vino
470,Golosinas y Chocolates
471,Golosinas y Chocolates
472,Vino
473,Golosinas y Chocolates
474,Golosinas y Chocolates
475,Yogures
476,Golosinas y Chocolates
477,Quesos
478,Jugos
479,Golosinas y Chocolates
480,Golosinas y Chocolates
481,Salchichas
482,Golosinas y Chocolates
483,Vino
484,Aguas
485,Panificados
486,Whiskies
487,Golosinas y Chocolates
488,Aderezos
489,Jugos
490,Cervezas
491,Aguas
492,Cervezas
493,Fiambres
494,Vino
495,Jugos
496,Cervezas
497,Vino
498,Leches
499,Quesos
500,Jugos
501,Golosinas y Chocolates
502,Golosinas y Chocolates
503,Aceites y Vinagres
504,Yogures
505,Aderezos
506,Golosinas y Chocolates
507,Vino
508,Golosinas y Chocolates
509,Jugos
510,Yogures
511,Yogures
512,Yogures
513,Aceites y Vinagres
514,Quesos
515,Jugos
516,Jugos
517,Jugos
518,Aderezos
519,Golosinas y Chocolates
520,Vino
521,Aguas
522,Quesos
523,Golosinas y Chocolates
524,Aceites y Vinagres
525,Golosinas y Chocolates
526,Golosinas y Chocolates
527,Vino
528,NA
529,Jugos
530,Golosinas y Chocolates
531,Vino
532,Vino
533,Golosinas y Chocolates
534,Leches
535,Vino
536,Vino
537,Vinos
538,Cervezas
539,Whiskies
540,Vino
541,Yogures
542,Golosinas y Chocolates
543,Leches
544,Vino
545,Cervezas
546,Golosinas y Chocolates
547,Vino
548,Yogures
549,Leches
550,Leches
551,Quesos
552,Jugos
553,Vino
554,Leches
555,Panificados
556,Vino
557,Golosinas y Chocolates
558,Whiskies
559,Whiskies
560,Vino
561,Leches
562,Vino
563,Quesos
564,Vino
565,Aguas
566,Yogures
567,Panificados
568,Aceites y Vinagres
569,Jugos
570,Leches
571,Golosinas y Chocolates
572,Quesos
573,Yogures
574,Aguas
575,Golosinas y Chocolates
576,Yogures
577,Vino
578,Fiambres
579,Yogures
580,Fiambres
581,Golosinas y Chocolates
582,Golosinas y Chocolates
583,Golosinas y Chocolates
584,Vino
585,Yogures
586,Quesos
587,Vino
588,Vino
589,Aderezos
590,Fiambres
591,Jugos
592,Cervezas
593,Quesos
594,Leches
595,Aderezos
596,Vino
597,Panificados
598,Aguas
599,Golosinas y Chocolates
600,Fiambres
601,Yogures
602,Yogures
603,Golosinas y Chocolates
604,Aderezos
605,Golosinas y Chocolates
606,Yogures
607,Aguas
608,Whiskies
609,Aguas
610,Yogures
611,Aguas
612,Aceites y Vinagres
613,Champagnes
614,Vino
615,Vino
616,Golosinas y Chocolates
617,Cervezas
618,Salchichas
619,Golosinas y Chocolates
620,Yogures
621,Golosinas y Chocolates
622,Cervezas
623,Jugos
624,Quesos
625,Golosinas y Chocolates
626,Golosinas y Chocolates
627,Aceites y Vinagres
628,Salchichas
629,Quesos
630,Whiskies
631,Quesos
632,Aguas
633,Quesos
634,Fiambres
635,Vino
636,Cervezas
637,Golosinas y Chocolates
638,Golosinas y Chocolates
639,Jugos
640,Quesos
641,Vino
642,Quesos
643,Cervezas
644,Vinos
645,Quesos
646,Champagnes
647,Golosinas y Chocolates
648,Yogures
649,Leches
650,Yogures
651,Aguas
652,Jugos
653,Jugos
654,Aceites y Vinagres
655,Vino
656,Quesos
657,Yogures
658,Golosinas y Chocolates
659,Quesos
660,Leches
661,Yogures
662,Jugos
663,Aderezos
664,Aceites y Vinagres
665,Golosinas y Chocolates
666,Jugos
667,Quesos
668,Vino
669,Quesos
670,Cervezas
671,Jugos
672,Vino
673,Golosinas y Chocolates
674,Yogures
675,Salchichas
676,Jugos
677,Aceites y Vinagres
678,Quesos
679,Cervezas
680,Jugos
681,Quesos
682,Jugos
683,Panificados
684,Golosinas y Chocolates
685,Quesos
686,Fiambres
687,Golosinas y Chocolates
688,Cervezas
689,Aderezos
690,Aguas
691,Cervezas
692,Golosinas y Chocolates
693,Vino
694,Vino
695,Golosinas y Chocolates
696,Quesos
697,Golosinas y Chocolates
698,Golosinas y Chocolates
699,Golosinas y Chocolates
700,Vino
701,Whiskies
702,Aceites y Vinagres
703,Golosinas y Chocolates
704,Vino
705,Cervezas
706,Quesos
707,Jugos
708,Yogures
709,Champagnes
710,Yogures
711,Golosinas y Chocolates
712,Leches
713,Vino
714,Aguas
715,Fiambres
716,Vino
717,Jugos
718,Vino
719,Vino
720,Vino
721,Vino
722,Aderezos
723,Cervezas
724,Cervezas
725,Golosinas y Chocolates
726,Jugos
727,Fiambres
728,Golosinas y Chocolates
729,Aguas
730,Quesos
731,Quesos
732,Quesos
733,Golosinas y Chocolates
734,Yogures
735,Vino
736,Vino
737,Golosinas y Chocolates
738,Vino
739,Jugos
740,Leches
741,Golosinas y Chocolates
742,Jugos
743,Champagnes
744,Fiambres
745,Cervezas
746,Panificados
747,Golosinas y Chocolates
748,Yogures
749,Golosinas y Chocolates
750,Vino
751,Leches
752,Aceites y Vinagres
753,Vino
754,Leches
755,Yogures
756,Quesos
757,Golosinas y Chocolates
758,Jugos
759,Jugos
760,Aguas
761,Cervezas
762,Aceites y Vinagres
763,Vino
764,Vino
765,Champagnes
766,Vino
767,Leches
768,Vino
769,Golosinas y Chocolates
770,Cervezas
771,Jugos
772,Golosinas y Chocolates
773,Quesos
774,Vino
775,Vino
776,Jugos
777,Aderezos
778,Jugos
779,Yogures
780,Vino
781,Golosinas y Chocolates
782,Vino
783,Vino
784,Jugos
785,Aguas
786,Vino
787,Quesos
788,Quesos
789,Whiskies
790,Vino
791,Whiskies
792,Yogures
793,Golosinas y Chocolates
794,Aguas
795,Vino
796,Yogures
797,Golosinas y Chocolates
798,Yogures
799,Quesos
800,Vino
801,Vino
802,Vino
803,Aguas
804,Vino
805,Golosinas y Chocolates
806,Aderezos
807,Golosinas y Chocolates
808,Vino
809,Vino
810,Yogures
811,Jugos
812,Aguas
813,Vinos
814,Aguas
815,Vino
816,Golosinas y Chocolates
817,Panificados
818,Golosinas y Chocolates
819,Leches
820,Yogures
821,Panificados
822,Golosinas y Chocolates
823,Jugos
824,Quesos
825,Vino
826,Vino
827,Aguas
828,Vino
829,Yogures
830,Quesos
831,Vino
832,Yogures
833,Yogures
834,Vino
835,Jugos
836,Vino
837,Quesos
838,Golosinas y Chocolates
839,Yogures
840,Vino
841,Vino
842,Vino
843,Salchichas
844,Aderezos
845,Aderezos
846,Aguas
847,Fiambres
848,Vino
849,Cervezas
850,Golosinas y Chocolates
851,Golosinas y Chocolates
852,NA
853,Cervezas
854,Golosinas y Chocolates
855,Golosinas y Chocolates
856,Vino
857,Vino
858,Vino
859,Yogures
860,Vino
861,Panificados
862,Vino
863,Yogures
864,Leches
865,Vino
866,Yogures
867,Yogures
868,Vino
869,Leches
870,Vino
871,Jugos
872,Yogures
873,Jugos
874,Aderezos
875,Fiambres
876,Golosinas y Chocolates
877,Vino
878,Yogures
879,Champagnes
880,Quesos
881,Vino
882,Aderezos
883,Vino
884,Golosinas y Chocolates
885,Quesos
886,Aguas
887,Champagnes
888,Vino
889,Whiskies
890,Vino
891,Champagnes
892,Salchichas
893,Vino
894,Champagnes
895,Quesos
896,Yogures
897,Golosinas y Chocolates
898,Quesos
899,Aceites y Vinagres
900,Vino
901,Yogures
902,Yogures
903,Yogures
904,Jugos
905,Vino
906,Leches
907,Yogures
908,Golosinas y Chocolates
909,Vino
910,Vino
911,Salchichas
912,Vino
913,Cervezas
914,Yogures
915,Salchichas
916,Vino
917,Vino
918,Golosinas y Chocolates
919,Champagnes
920,Vino
921,Vino
922,Aderezos
923,Jugos
924,Jugos
925,Aderezos
926,Leches
927,Cervezas
928,Quesos
929,Yogures
930,Golosinas y Chocolates
931,Whiskies
932,Aderezos
933,Leches
934,Jugos
935,Golosinas y Chocolates
936,Vino
937,Vino
938,Vino
939,Fiambres
940,Quesos
941,Aguas
942,Vino
943,Vino
944,Cervezas
945,Yogures
946,Yogures
947,Yogures
948,Cervezas
949,Yogures
950,Jugos
951,Aguas
952,Vino
953,Vino
954,Quesos
955,Quesos
956,Golosinas y Chocolates
957,Vino
958,Aderezos
959,Aceites y Vinagres
960,Vino
961,Yogures
962,Panificados
963,Jugos
964,Vino
965,Vino
966,Vino
967,Golosinas y Chocolates
968,Panificados
969,Jugos
970,Yogures
971,Quesos
972,Aderezos
973,Cervezas
974,Golosinas y Chocolates
975,Cervezas
976,Jugos
977,Golosinas y Chocolates
978,Vino
979,Aceites y Vinagres
980,Vino
981,Yogures
982,Leches
983,Quesos
984,Yogures
985,Aguas
986,Panificados
987,Quesos
988,Salchichas
989,Jugos
990,Golosinas y Chocolates
991,Aceites y Vinagres
992,Champagnes
993,Quesos
994,Golosinas y Chocolates
995,Cervezas
996,Golosinas y Chocolates
997,Jugos
998,Quesos
999,Cervezas
1000,Vino
1001,Golosinas y Chocolates
1002,Leches
1003,Aderezos
1004,Golosinas y Chocolates
1005,Cervezas
1006,Vino
1007,Aceites y Vinagres
1008,Vino
1009,Quesos
1010,Whiskies
1011,Cervezas
1012,Cervezas
1013,Golosinas y Chocolates
1014,Vino
1015,Aguas
1016,Cervezas
1017,Vino
1018,Aguas
1019,Leches
1020,Golosinas y Chocolates
1021,Vino
1022,Golosinas y Chocolates
1023,Vino
1024,Leches
1025,Vino
1026,Cervezas
1027,Yogures
1028,Aguas
1029,Champagnes
1030,Golosinas y Chocolates
1031,Aguas
1032,Golosinas y Chocolates
1033,Yogures
1034,Jugos
1035,Cervezas
1036,Leches
1037,Leches
1038,Champagnes
1039,Quesos
1040,Aceites y Vinagres
1041,Leches
1042,Aguas
1043,Golosinas y Chocolates
1044,Jugos
1045,Aceites y Vinagres
1046,Golosinas y Chocolates
1047,Quesos
1048,Vino
1049,Whiskies
1050,Vino
1051,Vinos
1052,Quesos
1053,Quesos
1054,Vino
1055,Vino
1056,Leches
1057,Aguas
1058,Fiambres
1059,Golosinas y Chocolates
1060,Yogures
1061,Golosinas y Chocolates
1062,Vino
1063,Panificados
1064,Vino
1065,Aceites y Vinagres
1066,Quesos
1067,Golosinas y Chocolates
1068,Vino
1069,Golosinas y Chocolates
1070,Aderezos
1071,Vino
1072,Aceites y Vinagres
1073,Cervezas
1074,Fiambres
1075,Golosinas y Chocolates
1076,Golosinas y Chocolates
1077,Aguas
1078,Vino
1079,Aguas
1080,Leches
1081,Jugos
1082,Panificados
1083,Leches
1084,Jugos
1085,Fiambres
1086,Panificados
1087,Golosinas y Chocolates
1088,Salchichas
1089,Cervezas
1090,Aguas
1091,Golosinas y Chocolates
1092,Vino
1093,Golosinas y Chocolates
1094,Aderezos
1095,Quesos
1096,Champagnes
1097,Fiambres
1098,Vinos
1099,Golosinas y Chocolates
1100,Aguas
1101,Panificados
1102,Quesos
1103,Leches
1104,Jugos
1105,Golosinas y Chocolates
1106,Salchichas
1107,Golosinas y Chocolates
1108,Golosinas y Chocolates
1109,Fiambres
1110,Jugos
1111,Champagnes
1112,Quesos
1113,Vino
1114,Quesos
1115,Yogures
1116,Cervezas
1117,Panificados
1118,Vino
1119,Jugos
1120,Golosinas y Chocolates
1121,Jugos
1122,Vino
1123,Cervezas
1124,Leches
1125,Cervezas
1126,Yogures
1127,Aderezos
1128,Aceites y Vinagres
1129,Vino
1130,Aceites y Vinagres
1131,Vino
1132,Golosinas y Chocolates
1133,Golosinas y Chocolates
1134,Golosinas y Chocolates
1135,Aderezos
1136,Jugos
1137,Vino
1138,Quesos
1139,Aguas
1140,Whiskies
1141,Vino
1142,Golosinas y Chocolates
1143,Vino
1144,Vino
1145,Champagnes
1146,Leches
1147,Jugos
1148,Golosinas y Chocolates
1149,Golosinas y Chocolates
1150,Golosinas y Chocolates
1151,Golosinas y Chocolates
1152,Golosinas y Chocolates
1153,Panificados
1154,Yogures
1155,Vino
1156,Whiskies
1157,Vino
1158,Vino
1159,Fiambres
1160,Aderezos
1161,Aceites y Vinagres
1162,Vino
1163,Aceites y Vinagres
1164,Whiskies
1165,Jugos
1166,Panificados
1167,Vino
1168,Vino
1169,Leches
1170,Golosinas y Chocolates
1171,Panificados
1172,Vino
1173,Panificados
1174,Yogures
1175,Whiskies
1176,Aceites y Vinagres
1177,Vino
1178,Aderezos
1179,Golosinas y Chocolates
1180,Yogures
1181,Vino
1182,Yogures
1183,Vino
1184,Aderezos
1185,Jugos
1186,Quesos
1187,Jugos
1188,Fiambres
1189,Vino
1190,Golosinas y Chocolates
1191,Panificados
1192,Leches
1193,Leches
1194,Aderezos
1195,Vino
1196,Aceites y Vinagres
1197,Golosinas y Chocolates
1198,Golosinas y Chocolates
1199,Jugos
1200,Golosinas y Chocolates
1201,Quesos
1202,Vino
1203,Golosinas y Chocolates
1204,Jugos
1205,Cervezas
1206,Quesos
1207,Cervezas
1208,Quesos
1209,Quesos
1210,Jugos
1211,Champagnes
1212,Vino
1213,Vino
1214,Leches
1215,Golosinas y Chocolates
1216,Quesos
1217,Aceites y Vinagres
1218,Vino
1219,Golosinas y Chocolates
1220,Vino
1221,Aguas
1222,Quesos
1223,Vino
1224,Vino
1225,Jugos
1226,Vino
1227,Aderezos
1228,Aderezos
1229,Golosinas y Chocolates
1230,Golosinas y Chocolates
1231,Cervezas
1232,Leches
1233,Jugos
1234,Cervezas
1235,Whiskies
1236,Champagnes
1237,Salchichas
1238,Vino
1239,NA
1240,Yogures
1241,Vino
1242,Vino
1243,Champagnes
1244,Quesos
1245,Salchichas
1246,Vino
1247,Golosinas y Chocolates
1248,Aguas
1249,Aderezos
1250,Aderezos
1251,Aguas
1252,Vino
1253,Vinos
1254,Cervezas
1255,Golosinas y Chocolates
1256,Golosinas y Chocolates
1257,Vino
1258,Aceites y Vinagres
1259,Golosinas y Chocolates
1260,Aceites y Vinagres
1261,Champagnes
1262,Quesos
1263,Golosinas y Chocolates
1264,Vino
1265,Cervezas
1266,Leches
1267,Vinos
1268,Yogures
1269,Golosinas y Chocolates
1270,Champagnes
1271,Quesos
1272,Aderezos
1273,Jugos
1274,Vino
1275,Golosinas y Chocolates
1276,Vinos
1277,Cervezas
1278,Jugos
1279,Golosinas y Chocolates
1280,Golosinas y Chocolates
1281,Salchichas
1282,Golosinas y Chocolates
1283,Jugos
1284,Jugos
1285,Leches
1286,Quesos
1287,Yogures
1288,Cervezas
1289,Whiskies
1290,Aguas
1291,Quesos
1292,Vino
1293,Yogures
1294,Golosinas y Chocolates
1295,Salchichas
1296,Vino
1297,Golosinas y Chocolates
1298,Aguas
1299,Champagnes
1300,Aderezos
1301,Vino
1302,Golosinas y Chocolates
1303,Vino
1304,Quesos
1305,Golosinas y Chocolates
1306,Vino
1307,Vino
1308,Aceites y Vinagres
1309,Jugos
1310,Vino
1311,Vino
1312,Jugos
1313,Vino
1314,Quesos
1315,Aguas
1316,Aceites y Vinagres
1317,Yogures
1318,Vino
1319,Aguas
1320,Golosinas y Chocolates
1321,Golosinas y Chocolates
1322,Golosinas y Chocolates
1323,Quesos
1324,Aderezos
1325,Golosinas y Chocolates
1326,Aderezos
1327,Panificados
1328,Jugos
1329,Vino
1330,Vino
1331,Quesos
1332,Golosinas y Chocolates
1333,Aderezos
1334,Vino
1335,Golosinas y Chocolates
1336,Vino
1337,Quesos
1338,Jugos
1339,Salchichas
1340,Aderezos
1341,Aceites y Vinagres
1342,Vino
1343,Panificados
1344,Vino
1345,Vino
1346,Golosinas y Chocolates
1347,Aceites y Vinagres
1348,Cervezas
1349,Vino
1350,Vino
1351,Salchichas
1352,Quesos
1353,Vino
1354,Leches
1355,Quesos
1356,Aderezos
1357,Vino
1358,Golosinas y Chocolates
1359,Aguas
1360,Cervezas
1361,Whiskies
1362,Vino
1363,Yogures
1364,Champagnes
1365,Golosinas y Chocolates
1366,Yogures
1367,Vino
1368,Aderezos
1369,Quesos
1370,Aderezos
1371,Golosinas y Chocolates
1372,Vino
1373,Yogures
1374,Vino
1375,Vino
1376,Vinos
1377,Vino
1378,Aguas
1379,Yogures
1380,Golosinas y Chocolates
1381,Vino
1382,Yogures
1383,Golosinas y Chocolates
1384,Golosinas y Chocolates
1385,Panificados
1386,Golosinas y Chocolates
1387,Quesos
1388,Panificados
1389,Jugos
1390,Quesos
1391,Vino
1392,Golosinas y Chocolates
1393,Vino
1394,Golosinas y Chocolates
1395,Vino
1396,Cervezas
1397,Champagnes
1398,Cervezas
1399,Quesos
1400,Cervezas
1401,Jugos
1402,Vino
1403,Jugos
1404,Vino
1405,Vino
1406,Vino
1407,Yogures
1408,Golosinas y Chocolates
1409,Leches
1410,Salchichas
1411,Golosinas y Chocolates
1412,Golosinas y Chocolates
1413,Cervezas
1414,Quesos
1415,Leches
1416,Vino
1417,Golosinas y Chocolates
1418,Golosinas y Chocolates
1419,Quesos
1420,Golosinas y Chocolates
1421,Aderezos
1422,Vino
1423,Fiambres
1424,Yogures
1425,Quesos
1426,Golosinas y Chocolates
1427,Panificados
1428,Golosinas y Chocolates
1429,Vino
1430,Quesos
1431,Aceites y Vinagres
1432,Quesos
1433,Salchichas
1434,Vinos
1435,Golosinas y Chocolates
1436,Vino
1437,Leches
1438,Yogures
1439,Vinos
1440,Aceites y Vinagres
1441,Golosinas y Chocolates
1442,Vino
1443,Vino
1444,Vino
1445,Vino
1446,Golosinas y Chocolates
1447,Aguas
1448,Leches
1449,Quesos
1450,Cervezas
1451,Yogures
1452,Panificados
1453,Quesos
1454,Aguas
1455,Golosinas y Chocolates
1456,Quesos
1457,Vino
1458,Golosinas y Chocolates
1459,Golosinas y Chocolates
1460,Leches
1461,Golosinas y Chocolates
1462,Jugos
1463,Vino
1464,Aderezos
1465,Vino
1466,Cervezas
1467,Quesos
1468,Aceites y Vinagres
1469,Vino
1470,Yogures
1471,Cervezas
1472,Fiambres
1473,Jugos
1474,Golosinas y Chocolates
1475,Aderezos
1476,Aguas
1477,Golosinas y Chocolates
1478,Vino
1479,Fiambres
1480,Vino
1481,Fiambres
1482,Quesos
1483,Quesos
1484,Vino
1485,Vino
1486,Aderezos
1487,Aceites y Vinagres
1488,Aguas
1489,Leches
1490,Vinos
1491,Quesos
1492,Whiskies
1493,Cervezas
1494,Jugos
1495,Leches
1496,Yogures
1497,Quesos
1498,Quesos
1499,Quesos
1500,Cervezas
1501,Yogures
1502,Yogures
1503,Aguas
1504,Vino
1505,Yogures
1506,Quesos
1507,Vino
1508,Jugos
1509,NA
1510,Golosinas y Chocolates
1511,NA
1512,Vino
1513,Yogures
1514,Aderezos
1515,Quesos
1516,Vino
1517,Vino
1518,Vino
1519,Jugos
1520,Golosinas y Chocolates
1521,Quesos
1522,Jugos
1523,Golosinas y Chocolates
1524,Aceites y Vinagres
1525,Jugos
1526,Vino
1527,Champagnes
1528,Yogures
1529,Vino
1530,Vino
1531,Cervezas
1532,Quesos
1533,Golosinas y Chocolates
1534,Vino
1535,Yogures
1536,Golosinas y Chocolates
1537,Vino
1538,Aceites y Vinagres
1539,Salchichas
1540,Golosinas y Chocolates
1541,Aceites y Vinagres
1542,Vino
1543,Vino
1544,Golosinas y Chocolates
1545,Vino
1546,Golosinas y Chocolates
1547,Cervezas
1548,Cervezas
1549,Aguas
1550,Yogures
1551,Golosinas y Chocolates
1552,Golosinas y Chocolates
1553,Cervezas
1554,Aderezos
1555,Whiskies
1556,Golosinas y Chocolates
1557,Salchichas
1558,Golosinas y Chocolates
1559,Champagnes
1560,Cervezas
1561,Vino
1562,Vino
1563,Vino
1564,Jugos
1565,Golosinas y Chocolates
1566,Champagnes
1567,Quesos
1568,Vino
1569,Aguas
1570,Vino
1571,Jugos
1572,Quesos
1573,Aguas
1574,Aderezos
1575,Vino
1576,Vino
1577,Salchichas
1578,Panificados
1579,Yogures
1580,Vino
1581,Vino
1582,Vino
1583,Champagnes
1584,Cervezas
1585,Vino
1586,Vino
1587,Jugos
1588,Fiambres
1589,Vino
1590,Golosinas y Chocolates
1591,Vino
1592,Quesos
1593,Cervezas
1594,Aceites y Vinagres
1595,Vino
1596,Salchichas
1597,Vino
1598,Jugos
1599,Jugos
1600,Quesos
1601,Golosinas y Chocolates
1602,Vino
